awardYear,sortOrder,portion,dateAwarded,prizeStatus,prizeAmount,prizeAmountAdjusted,prize_links,category,categoryFullName,motivation,topMotivation,laureates.id,gender,laureate_links,knownName,givenName,familyName,fullName,birth.date,birth.place.city,birth.place.country,birth.place.cityNow,birth.place.countryNow,birth.place.continent,birth.place.locationString,death.date,death.place.city,death.place.country,death.place.cityNow,death.place.countryNow,death.place.continent,death.place.locationString,affiliation.1.name,affiliation.1.nameNow,affiliation.1.city,affiliation.1.country,affiliation.1.cityNow,affiliation.1.countryNow,affiliation.1.locationString,affiliation.2.name,affiliation.2.nameNow,affiliation.2.city,affiliation.2.country,affiliation.2.cityNow,affiliation.2.countryNow,affiliation.2.locationString,affiliation.3.name,affiliation.3.nameNow,affiliation.3.locationString,affiliation.3.city,affiliation.3.country,affiliation.3.cityNow,affiliation.3.countryNow,affiliation.4.name,affiliation.4.nameNow,affiliation.4.city,affiliation.4.country,affiliation.4.cityNow,affiliation.4.countryNow,affiliation.4.locationString,residence.1.country,residence.1.countryNow,residence.1.locationString,residence.1.city,residence.1.cityNow,residence.2.country,residence.2.countryNow,residence.2.locationString,acronym,orgName,founded.year,founded.place.city,founded.place.country,founded.place.cityNow,founded.place.countryNow,founded.place.continent,founded.place.locationString,nativeName,penName,foundedCountry,foundedCountryNow,foundedContinent
1907,1,1,,received,138796,7161123,https://www.nobelprize.org/prizes/physics/1907/summary/,Physics,The Nobel Prize in Physics,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,,11,male,https://www.nobelprize.org/laureate/11,Albert A. Michelson,Albert A.,Michelson,Albert Abraham Michelson,1852-12-19,Strelno,Prussia,Strzelno,Poland,Europe,"Strelno, Prussia (now Strzelno, Poland)",1931-05-09,"Pasadena, CA",USA,"Pasadena, CA",USA,North America,"Pasadena, CA, USA",University of Chicago,University of Chicago,"Chicago, IL",USA,"Chicago, IL",USA,"Chicago, IL, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,1,1,,received,138796,7161123,https://www.nobelprize.org/prizes/medicine/1907/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,in recognition of his work on the role played by protozoa in causing diseases,,300,male,https://www.nobelprize.org/laureate/300,Alphonse Laveran,Alphonse,Laveran,Charles Louis Alphonse Laveran,1845-06-18,Paris,France,Paris,France,Europe,"Paris, France",1922-05-18,Paris,France,Paris,France,Europe,"Paris, France",Institut Pasteur,Institut Pasteur,Paris,France,Paris,France,"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1,1,,received,139800,7212924,https://www.nobelprize.org/prizes/chemistry/1908/summary/,Chemistry,The Nobel Prize in Chemistry,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",,167,male,https://www.nobelprize.org/laureate/167,Ernest Rutherford,Ernest,Rutherford,Ernest Rutherford,1871-08-30,Nelson,New Zealand,Nelson,New Zealand,Oceania,"Nelson, New Zealand",1937-10-19,Cambridge,United Kingdom,Cambridge,United Kingdom,Europe,"Cambridge, United Kingdom",Victoria University,Victoria University,Manchester,United Kingdom,Manchester,United Kingdom,"Manchester, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1,1,,received,139800,7212924,https://www.nobelprize.org/prizes/literature/1908/summary/,Literature,The Nobel Prize in Literature,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",,578,male,https://www.nobelprize.org/laureate/578,Rudolf Eucken,Rudolf,Eucken,Rudolf Christoph Eucken,1846-01-05,Aurich,East Friesland,Aurich,Germany,Europe,"Aurich, East Friesland (now Germany)",1926-09-14,Jena,Germany,Jena,Germany,Europe,"Jena, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,Germany,Germany,,,,,,,,,,,,,,,,,,,
1908,2,1/2,1908-12-10,received,139800,7212924,https://www.nobelprize.org/prizes/peace/1908/summary/,Peace,The Nobel Peace Prize,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",,474,male,https://www.nobelprize.org/laureate/474,Fredrik Bajer,Fredrik,Bajer,Fredrik Bajer,1837-04-21,Næstved,Denmark,Næstved,Denmark,Europe,"Næstved, Denmark",1922-01-22,Copenhagen,Denmark,Copenhagen,Denmark,Europe,"Copenhagen, Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1,1/2,1908-12-10,received,139800,7212924,https://www.nobelprize.org/prizes/peace/1908/summary/,Peace,The Nobel Peace Prize,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",,473,male,https://www.nobelprize.org/laureate/473,Klas Pontus Arnoldson,Klas Pontus,Arnoldson,Klas Pontus Arnoldson,1844-10-27,Gothenburg,Sweden,Gothenburg,Sweden,Europe,"Gothenburg, Sweden",1916-02-20,Stockholm,Sweden,Stockholm,Sweden,Europe,"Stockholm, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1,1,,received,139800,7212924,https://www.nobelprize.org/prizes/physics/1908/summary/,Physics,The Nobel Prize in Physics,for his method of reproducing colours photographically based on the phenomenon of interference,,12,male,https://www.nobelprize.org/laureate/12,Gabriel Lippmann,Gabriel,Lippmann,Gabriel Lippmann,1845-08-16,Hollerich,Luxembourg,Hollerich,Luxembourg,Europe,"Hollerich, Luxembourg",1921-07-13,,,,,,,Sorbonne University,Sorbonne University,Paris,France,Paris,France,"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1,1/2,,received,139800,7212924,https://www.nobelprize.org/prizes/medicine/1908/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,in recognition of their work on immunity,,301,male,https://www.nobelprize.org/laureate/301,Ilya Mechnikov,Ilya,Mechnikov,Ilya Ilyich Mechnikov,1845-05-15,Kharkov,Russian Empire,Kharkiv,Ukraine,Europe,"Kharkov, Russian Empire (now Kharkiv, Ukraine)",1916-07-15,Paris,France,Paris,France,Europe,"Paris, France",Institut Pasteur,Institut Pasteur,Paris,France,Paris,France,"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,2,1/2,,received,139800,7212924,https://www.nobelprize.org/prizes/medicine/1908/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,in recognition of their work on immunity,,302,male,https://www.nobelprize.org/laureate/302,Paul Ehrlich,Paul,Ehrlich,Paul Ehrlich,1854-03-14,Strehlen,Prussia,Strzelin,Poland,Europe,"Strehlen, Prussia (now Strzelin, Poland)",1915-08-20,Bad Homburg vor der Höhe,Germany,Bad Homburg vor der Höhe,Germany,Europe,"Bad Homburg vor der Höhe, Germany",Goettingen University,Goettingen University,Göttingen,Germany,Göttingen,Germany,"Göttingen, Germany",Königliches Institut für experimentelle Therapie (Royal Institute for Experimental Therapy),Königliches Institut für experimentelle Therapie (Royal Institute for Experimental Therapy),Frankfurt-on-the-Main,Germany,Frankfurt-on-the-Main,Germany,"Frankfurt-on-the-Main, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1,1,,received,139800,7212924,https://www.nobelprize.org/prizes/chemistry/1909/summary/,Chemistry,The Nobel Prize in Chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,,168,male,https://www.nobelprize.org/laureate/168,Wilhelm Ostwald,Wilhelm,Ostwald,Wilhelm Ostwald,1853-09-02,Riga,Russian Empire,Riga,Latvia,Europe,"Riga, Russian Empire (now Latvia)",1932-04-04,Leipzig,Germany,Leipzig,Germany,Europe,"Leipzig, Germany",Leipzig University,Leipzig University,Leipzig,Germany,Leipzig,Germany,"Leipzig, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1,1,,received,139800,7212924,https://www.nobelprize.org/prizes/literature/1909/summary/,Literature,The Nobel Prize in Literature,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",,579,female,https://www.nobelprize.org/laureate/579,Selma Lagerlöf,Selma,Lagerlöf,Selma Ottilia Lovisa Lagerlöf,1858-11-20,Mårbacka,Sweden,Mårbacka,Sweden,Europe,"Mårbacka, Sweden",1940-03-16,Mårbacka,Sweden,Mårbacka,Sweden,Europe,"Mårbacka, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,Italy,Italy,,,,,,,,,,,,,,,,,,,
1909,1,1/2,1909-12-10,received,139800,7212924,https://www.nobelprize.org/prizes/peace/1909/summary/,Peace,The Nobel Peace Prize,for their prominent position in the international movement for peace and arbitration,,475,male,https://www.nobelprize.org/laureate/475,Auguste Beernaert,Auguste,Beernaert,Auguste Marie François Beernaert,1829-07-26,Ostend,Belgium,Ostend,Belgium,Europe,"Ostend, Belgium",1912-10-06,Lucerne,Switzerland,Lucerne,Switzerland,Europe,"Lucerne, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,2,1/2,1909-12-10,received,139800,7212924,https://www.nobelprize.org/prizes/peace/1909/summary/,Peace,The Nobel Peace Prize,for their prominent position in the international movement for peace and arbitration,,476,male,https://www.nobelprize.org/laureate/476,Paul Henri d'Estournelles de Constant,Paul Henri,d'Estournelles de Constant,"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",1852-11-22,La Flèche,France,La Flèche,France,Europe,"La Flèche, France",1924-05-15,Paris,France,Paris,France,Europe,"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,2,1/2,,received,139800,7212924,https://www.nobelprize.org/prizes/physics/1909/summary/,Physics,The Nobel Prize in Physics,in recognition of their contributions to the development of wireless telegraphy,,14,male,https://www.nobelprize.org/laureate/14,Ferdinand Braun,Ferdinand,Braun,Karl Ferdinand Braun,1850-06-06,Fulda,Hesse-Kassel,Fulda,Germany,Europe,"Fulda, Hesse-Kassel (now Germany)",1918-04-20,"Brooklyn, NY",USA,"Brooklyn, NY",USA,North America,"Brooklyn, NY, USA",Strasbourg University,Strasbourg University,Strasbourg,Germany,Strasbourg,France,"Strasbourg, Germany (now France)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1,1/2,,received,139800,7212924,https://www.nobelprize.org/prizes/physics/1909/summary/,Physics,The Nobel Prize in Physics,in recognition of their contributions to the development of wireless telegraphy,,13,male,https://www.nobelprize.org/laureate/13,Guglielmo Marconi,Guglielmo,Marconi,Guglielmo Marconi,1874-04-25,Bologna,Italy,Bologna,Italy,Europe,"Bologna, Italy",1937-07-20,Rome,Italy,Rome,Italy,Europe,"Rome, Italy",Marconi Wireless Telegraph Co. Ltd.,Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom,London,United Kingdom,"London, United Kingdom",,,,,,,,,,,,,,,,,,,,,,Argentina,Argentina,Argentina,,,,,,,,,,,,,,,,,,,
1909,1,1,,received,139800,7212924,https://www.nobelprize.org/prizes/medicine/1909/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"for his work on the physiology, pathology and surgery of the thyroid gland",,303,male,https://www.nobelprize.org/laureate/303,Theodor Kocher,Theodor,Kocher,Emil Theodor Kocher,1841-08-25,Bern,Switzerland,Bern,Switzerland,Europe,"Bern, Switzerland",1917-07-27,Bern,Switzerland,Bern,Switzerland,Europe,"Bern, Switzerland",Berne University,Berne University,Bern,Switzerland,Bern,Switzerland,"Bern, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,1,1,,received,140703,7259514,https://www.nobelprize.org/prizes/chemistry/1910/summary/,Chemistry,The Nobel Prize in Chemistry,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,,169,male,https://www.nobelprize.org/laureate/169,Otto Wallach,Otto,Wallach,Otto Wallach,1847-03-27,Koenigsberg,Germany,Kaliningrad,Russia,Europe,"Koenigsberg, Germany (now Kaliningrad, Russia)",1931-02-26,Göttingen,Germany,Göttingen,Germany,Europe,"Göttingen, Germany",Goettingen University,Goettingen University,Göttingen,Germany,Göttingen,Germany,"Göttingen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,1,1,,received,140703,7259514,https://www.nobelprize.org/prizes/literature/1910/summary/,Literature,The Nobel Prize in Literature,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories",,580,male,https://www.nobelprize.org/laureate/580,Paul Heyse,Paul,Heyse,Paul Johann Ludwig Heyse,1830-03-15,Berlin,Prussia,Berlin,Germany,Europe,"Berlin, Prussia (now Germany)",1914-04-02,Munich,Germany,Munich,Germany,Europe,"Munich, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,1,1,1910-12-10,received,140703,7259514,https://www.nobelprize.org/prizes/peace/1910/summary/,Peace,The Nobel Peace Prize,"for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement",,477,,https://www.nobelprize.org/laureate/477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permanent International Peace Bureau,1891,Bern,Switzerland,Bern,Switzerland,Europe,"Bern, Switzerland",Bureau international permanent de la Paix,,,,
1910,1,1,,received,140703,7259514,https://www.nobelprize.org/prizes/physics/1910/summary/,Physics,The Nobel Prize in Physics,for his work on the equation of state for gases and liquids,,15,male,https://www.nobelprize.org/laureate/15,Johannes Diderik van der Waals,Johannes Diderik,van der Waals,Johannes Diderik van der Waals,1837-11-23,Leiden,the Netherlands,Leiden,the Netherlands,Europe,"Leiden, the Netherlands",1923-03-08,Amsterdam,the Netherlands,Amsterdam,the Netherlands,Europe,"Amsterdam, the Netherlands",Amsterdam University,Amsterdam University,Amsterdam,the Netherlands,Amsterdam,the Netherlands,"Amsterdam, the Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,1,1,,received,140703,7259514,https://www.nobelprize.org/prizes/medicine/1910/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",,304,male,https://www.nobelprize.org/laureate/304,Albrecht Kossel,Albrecht,Kossel,Albrecht Kossel,1853-09-16,Rostock,Mecklenburg,Rostock,Germany,Europe,"Rostock, Mecklenburg (now Germany)",1927-07-05,Heidelberg,Germany,Heidelberg,Germany,Europe,"Heidelberg, Germany",University of Heidelberg,University of Heidelberg,Heidelberg,Germany,Heidelberg,Germany,"Heidelberg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,1,1,,received,140695,7460743,https://www.nobelprize.org/prizes/chemistry/1911/summary/,Chemistry,The Nobel Prize in Chemistry,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",,6,female,https://www.nobelprize.org/laureate/6,Marie Curie,Marie,Curie,"Marie Curie, née Sklodowska",1867-11-07,Warsaw,Russian Empire,Warsaw,Poland,Europe,"Warsaw, Russian Empire (now Poland)",1934-07-04,Sallanches,France,Sallanches,France,Europe,"Sallanches, France",Sorbonne University,Sorbonne University,Paris,France,Paris,France,"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,1,1,,received,140695,7460743,https://www.nobelprize.org/prizes/literature/1911/summary/,Literature,The Nobel Prize in Literature,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",,581,male,https://www.nobelprize.org/laureate/581,Maurice Maeterlinck,Maurice,Maeterlinck,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,1862-08-29,Ghent,Belgium,Ghent,Belgium,Europe,"Ghent, Belgium",1949-05-06,Nice,France,Nice,France,Europe,"Nice, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,2,1/2,1911-12-10,received,140695,7460743,https://www.nobelprize.org/prizes/peace/1911/summary/,Peace,The Nobel Peace Prize,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations",,479,male,https://www.nobelprize.org/laureate/479,Alfred Fried,Alfred,Fried,Alfred Hermann Fried,1864-11-11,Vienna,Austria,Vienna,Austria,Europe,"Vienna, Austria",1921-05-04,Vienna,Austria,Vienna,Austria,Europe,"Vienna, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,1,1/2,1911-12-10,received,140695,7460743,https://www.nobelprize.org/prizes/peace/1911/summary/,Peace,The Nobel Peace Prize,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",,478,male,https://www.nobelprize.org/laureate/478,Tobias Asser,Tobias,Asser,Tobias Michael Carel Asser,1838-04-28,Amsterdam,the Netherlands,Amsterdam,the Netherlands,Europe,"Amsterdam, the Netherlands",1913-07-29,the Hague,the Netherlands,the Hague,the Netherlands,Europe,"the Hague, the Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,1,1,,received,140695,7460743,https://www.nobelprize.org/prizes/physics/1911/summary/,Physics,The Nobel Prize in Physics,for his discoveries regarding the laws governing the radiation of heat,,16,male,https://www.nobelprize.org/laureate/16,Wilhelm Wien,Wilhelm,Wien,Wilhelm Wien,1864-01-13,Gaffken,Prussia,Parusnoye,Russia,Europe,"Gaffken, Prussia (now Parusnoye, Russia)",1928-08-30,Munich,Germany,Munich,Germany,Europe,"Munich, Germany",Würzburg University,Würzburg University,Würzburg,Germany,Würzburg,Germany,"Würzburg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,1,1,,received,140695,7460743,https://www.nobelprize.org/prizes/medicine/1911/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his work on the dioptrics of the eye,,305,male,https://www.nobelprize.org/laureate/305,Allvar Gullstrand,Allvar,Gullstrand,Allvar Gullstrand,1862-06-05,Landskrona,Sweden,Landskrona,Sweden,Europe,"Landskrona, Sweden",1930-07-28,Stockholm,Sweden,Stockholm,Sweden,Europe,"Stockholm, Sweden",Uppsala University,Uppsala University,Uppsala,Sweden,Uppsala,Sweden,"Uppsala, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,2,1/2,,received,140476,6876120,https://www.nobelprize.org/prizes/chemistry/1912/summary/,Chemistry,The Nobel Prize in Chemistry,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,,173,male,https://www.nobelprize.org/laureate/173,Paul Sabatier,Paul,Sabatier,Paul Sabatier,1854-11-05,Carcassonne,France,Carcassonne,France,Europe,"Carcassonne, France",1941-08-14,Toulouse,France,Toulouse,France,Europe,"Toulouse, France",Toulouse University,Toulouse University,Toulouse,France,Toulouse,France,"Toulouse, France",,,,,,,,,,,,,,,,,,,,,,United Kingdom,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,
